date,base,quote,rate
2019-08-12,EUR,BRL,4.4296
2019-08-13,EUR,BRL,4.4455
2019-08-14,EUR,BRL,4.454
2019-08-15,EUR,BRL,4.481
2019-08-16,EUR,BRL,4.4456
2019-08-17,EUR,BRL,4.4425
2019-08-18,EUR,BRL,4.4411
2019-08-19,EUR,BRL,4.4484
2019-08-20,EUR,BRL,4.4886
2019-08-21,EUR,BRL,4.4874
2019-08-22,EUR,BRL,4.4763
2019-08-23,EUR,BRL,4.5125
2019-08-24,EUR,BRL,4.5145
2019-08-25,EUR,BRL,4.5215
2019-08-26,EUR,BRL,4.5754
2019-08-27,EUR,BRL,4.6062
2019-08-28,EUR,BRL,4.594
2019-08-29,EUR,BRL,4.6093
2019-08-30,EUR,BRL,4.5968
2019-08-31,EUR,BRL,4.5972
2019-09-01,EUR,BRL,4.5959
2019-09-02,EUR,BRL,4.5657
2019-09-03,EUR,BRL,4.5773
2019-09-04,EUR,BRL,4.5663
2019-09-05,EUR,BRL,4.5269
2019-09-06,EUR,BRL,4.5244
2019-09-07,EUR,BRL,4.5242
2019-09-08,EUR,BRL,4.5223
2019-09-09,EUR,BRL,4.4972
2019-09-10,EUR,BRL,4.5212
2019-09-11,EUR,BRL,4.4989
2019-09-12,EUR,BRL,4.4758
2019-09-13,EUR,BRL,4.4946
2019-09-14,EUR,BRL,4.4976
2019-09-15,EUR,BRL,4.4994
2019-09-16,EUR,BRL,4.514
2019-09-17,EUR,BRL,4.5083
2019-09-18,EUR,BRL,4.5131
2019-09-19,EUR,BRL,4.5464
2019-09-20,EUR,BRL,4.5877
2019-09-21,EUR,BRL,4.5905
2019-09-22,EUR,BRL,4.5935
2019-09-23,EUR,BRL,4.575
2019-09-24,EUR,BRL,4.5794
2019-09-25,EUR,BRL,4.5872
2019-09-26,EUR,BRL,4.548
2019-09-27,EUR,BRL,4.5504
2019-09-28,EUR,BRL,4.5518
2019-09-29,EUR,BRL,4.5521
2019-09-30,EUR,BRL,4.5492
2019-10-01,EUR,BRL,4.5404
2019-10-02,EUR,BRL,4.5425
2019-10-03,EUR,BRL,4.523
2019-10-04,EUR,BRL,4.4885
2019-10-05,EUR,BRL,4.486
2019-10-06,EUR,BRL,4.4816
2019-10-07,EUR,BRL,4.4687
2019-10-08,EUR,BRL,4.4937
2019-10-09,EUR,BRL,4.4922
2019-10-10,EUR,BRL,4.5149
2019-10-11,EUR,BRL,4.5225
2019-10-12,EUR,BRL,4.5242
2019-10-13,EUR,BRL,4.5258
2019-10-14,EUR,BRL,4.5317
2019-10-15,EUR,BRL,4.5539
2019-10-16,EUR,BRL,4.5982
2019-10-17,EUR,BRL,4.6072
2019-10-18,EUR,BRL,4.6206
2019-10-19,EUR,BRL,4.6237
2019-10-20,EUR,BRL,4.6231
2019-10-21,EUR,BRL,4.6078
2019-10-22,EUR,BRL,4.5925
2019-10-23,EUR,BRL,4.5482
2019-10-24,EUR,BRL,4.5017
2019-10-25,EUR,BRL,4.4823
2019-10-26,EUR,BRL,4.4792
2019-10-27,EUR,BRL,4.4758
2019-10-28,EUR,BRL,4.4414
2019-10-29,EUR,BRL,4.4338
2019-10-30,EUR,BRL,4.4497
2019-10-31,EUR,BRL,4.4607
2019-11-01,EUR,BRL,4.4599
2019-11-02,EUR,BRL,4.4603
2019-11-03,EUR,BRL,4.4603
2019-11-04,EUR,BRL,4.4591
2019-11-05,EUR,BRL,4.4647
2019-11-06,EUR,BRL,4.4449
2019-11-07,EUR,BRL,4.504
2019-11-08,EUR,BRL,4.5376
2019-11-09,EUR,BRL,4.5389
2019-11-10,EUR,BRL,4.5413
2019-11-11,EUR,BRL,4.5696
2019-11-12,EUR,BRL,4.5858
2019-11-13,EUR,BRL,4.5943
2019-11-14,EUR,BRL,4.5979
2019-11-15,EUR,BRL,4.6148
2019-11-16,EUR,BRL,4.6175
2019-11-17,EUR,BRL,4.6198
2019-11-18,EUR,BRL,4.6365
2019-11-19,EUR,BRL,4.6522
2019-11-20,EUR,BRL,4.6491
2019-11-21,EUR,BRL,4.6491
2019-11-22,EUR,BRL,4.6414
2019-11-23,EUR,BRL,4.64
2019-11-24,EUR,BRL,4.639
2019-11-25,EUR,BRL,4.6331
2019-11-26,EUR,BRL,4.6614
2019-11-27,EUR,BRL,4.6704
2019-11-28,EUR,BRL,4.6775
2019-11-29,EUR,BRL,4.6492
2019-11-30,EUR,BRL,4.6478
2019-12-01,EUR,BRL,4.647
2019-12-02,EUR,BRL,4.6614
2019-12-03,EUR,BRL,4.6663
2019-12-04,EUR,BRL,4.6577
2019-12-05,EUR,BRL,4.6651
2019-12-06,EUR,BRL,4.6462
2019-12-07,EUR,BRL,4.6446
2019-12-08,EUR,BRL,4.6397
2019-12-09,EUR,BRL,4.5968
2019-12-10,EUR,BRL,4.5942
2019-12-11,EUR,BRL,4.5847
2019-12-12,EUR,BRL,4.5819
2019-12-13,EUR,BRL,4.5747
2019-12-14,EUR,BRL,4.5731
2019-12-15,EUR,BRL,4.5723
2019-12-16,EUR,BRL,4.5632
2019-12-17,EUR,BRL,4.5393
2019-12-18,EUR,BRL,4.5317
2019-12-19,EUR,BRL,4.5246
2019-12-20,EUR,BRL,4.5283
2019-12-21,EUR,BRL,4.5267
2019-12-22,EUR,BRL,4.5277
2019-12-23,EUR,BRL,4.5351
2019-12-24,EUR,BRL,4.5342
2019-12-25,EUR,BRL,4.5338
2019-12-26,EUR,BRL,4.5284
2019-12-27,EUR,BRL,4.5208
2019-12-28,EUR,BRL,4.5207
2019-12-29,EUR,BRL,4.52
2019-12-30,EUR,BRL,4.5234
2019-12-31,EUR,BRL,4.5184
2020-01-01,EUR,BRL,4.5162
2020-01-02,EUR,BRL,4.5081
2020-01-03,EUR,BRL,4.5077
2020-01-04,EUR,BRL,4.5078
2020-01-05,EUR,BRL,4.5092
2020-01-06,EUR,BRL,4.5323
2020-01-07,EUR,BRL,4.5492
2020-01-08,EUR,BRL,4.5317
2020-01-09,EUR,BRL,4.5227
2020-01-10,EUR,BRL,4.5332
2020-01-11,EUR,BRL,4.5334
2020-01-12,EUR,BRL,4.5328
2020-01-13,EUR,BRL,4.5656
2020-01-14,EUR,BRL,4.6021
2020-01-15,EUR,BRL,4.6125
2020-01-16,EUR,BRL,4.6464
2020-01-17,EUR,BRL,4.6484
2020-01-18,EUR,BRL,4.6494
2020-01-19,EUR,BRL,4.648
2020-01-20,EUR,BRL,4.633
2020-01-21,EUR,BRL,4.6475
2020-01-22,EUR,BRL,4.654
2020-01-23,EUR,BRL,4.6364
2020-01-24,EUR,BRL,4.6211
2020-01-25,EUR,BRL,4.6197
2020-01-26,EUR,BRL,4.6184
2020-01-27,EUR,BRL,4.6255
2020-01-28,EUR,BRL,4.6337
2020-01-29,EUR,BRL,4.6244
2020-01-30,EUR,BRL,4.6635
2020-01-31,EUR,BRL,4.694
2020-02-01,EUR,BRL,4.6983
2020-02-02,EUR,BRL,4.7042
2020-02-03,EUR,BRL,4.7186
2020-02-04,EUR,BRL,4.701
2020-02-05,EUR,BRL,4.6884
2020-02-06,EUR,BRL,4.6679
2020-02-07,EUR,BRL,4.6962
2020-02-08,EUR,BRL,4.6987
2020-02-09,EUR,BRL,4.7003
2020-02-10,EUR,BRL,4.7197
2020-02-11,EUR,BRL,4.715
2020-02-12,EUR,BRL,4.7221
2020-02-13,EUR,BRL,4.7243
2020-02-14,EUR,BRL,4.7042
2020-02-15,EUR,BRL,4.7045
2020-02-16,EUR,BRL,4.6988
2020-02-17,EUR,BRL,4.6746
2020-02-18,EUR,BRL,4.6895
2020-02-19,EUR,BRL,4.7038
2020-02-20,EUR,BRL,4.718
2020-02-21,EUR,BRL,4.7317
2020-02-22,EUR,BRL,4.7339
2020-02-23,EUR,BRL,4.7367
2020-02-24,EUR,BRL,4.7468
2020-02-25,EUR,BRL,4.754
2020-02-26,EUR,BRL,4.7747
2020-02-27,EUR,BRL,4.8516
2020-02-28,EUR,BRL,4.9165
2020-02-29,EUR,BRL,4.924
2020-03-01,EUR,BRL,4.9279
2020-03-02,EUR,BRL,4.9562
2020-03-03,EUR,BRL,4.9922
2020-03-04,EUR,BRL,5.0252
2020-03-05,EUR,BRL,5.1058
2020-03-06,EUR,BRL,5.181
2020-03-07,EUR,BRL,5.1931
2020-03-08,EUR,BRL,5.2043
2020-03-09,EUR,BRL,5.3045
2020-03-10,EUR,BRL,5.3272
2020-03-11,EUR,BRL,5.2857
2020-03-12,EUR,BRL,5.4072
2020-03-13,EUR,BRL,5.3376
2020-03-14,EUR,BRL,5.3302
2020-03-15,EUR,BRL,5.3297
2020-03-16,EUR,BRL,5.4316
2020-03-17,EUR,BRL,5.5347
2020-03-18,EUR,BRL,5.5462
2020-03-19,EUR,BRL,5.5544
2020-03-20,EUR,BRL,5.4535
2020-03-21,EUR,BRL,5.45
2020-03-22,EUR,BRL,5.4498
2020-03-23,EUR,BRL,5.4389
2020-03-24,EUR,BRL,5.5178
2020-03-25,EUR,BRL,5.5026
2020-03-26,EUR,BRL,5.4952
2020-03-27,EUR,BRL,5.5686
2020-03-28,EUR,BRL,5.5737
2020-03-29,EUR,BRL,5.5824
2020-03-30,EUR,BRL,5.6534
2020-03-31,EUR,BRL,5.6959
2020-04-01,EUR,BRL,5.7216
2020-04-02,EUR,BRL,5.7244
2020-04-03,EUR,BRL,5.7078
2020-04-04,EUR,BRL,5.7049
2020-04-05,EUR,BRL,5.7095
2020-04-06,EUR,BRL,5.7305
2020-04-07,EUR,BRL,5.7118
2020-04-08,EUR,BRL,5.6837
2020-04-09,EUR,BRL,5.6218
2020-04-10,EUR,BRL,5.6174
2020-04-11,EUR,BRL,5.6131
2020-04-12,EUR,BRL,5.6058
2020-04-13,EUR,BRL,5.6109
2020-04-14,EUR,BRL,5.6599
2020-04-15,EUR,BRL,5.686
2020-04-16,EUR,BRL,5.6976
2020-04-17,EUR,BRL,5.6913
2020-04-18,EUR,BRL,5.6906
2020-04-19,EUR,BRL,5.69
2020-04-20,EUR,BRL,5.7104
2020-04-21,EUR,BRL,5.7395
2020-04-22,EUR,BRL,5.7763
2020-04-23,EUR,BRL,5.858
2020-04-24,EUR,BRL,5.9551
2020-04-25,EUR,BRL,5.9794
2020-04-26,EUR,BRL,5.9905
2020-04-27,EUR,BRL,6.0549
2020-04-28,EUR,BRL,6.0872
2020-04-29,EUR,BRL,5.969
2020-04-30,EUR,BRL,5.8683
2020-05-01,EUR,BRL,5.8856
2020-05-02,EUR,BRL,5.8845
2020-05-03,EUR,BRL,5.8938
2020-05-04,EUR,BRL,6.0045
2020-05-05,EUR,BRL,6.0132
2020-05-06,EUR,BRL,6.0512
2020-05-07,EUR,BRL,6.1668
2020-05-08,EUR,BRL,6.2308
2020-05-09,EUR,BRL,6.2632
2020-05-10,EUR,BRL,6.2673
2020-05-11,EUR,BRL,6.2293
2020-05-12,EUR,BRL,6.2695
2020-05-13,EUR,BRL,6.3574
2020-05-14,EUR,BRL,6.3722
2020-05-15,EUR,BRL,6.3146
2020-05-16,EUR,BRL,6.3149
2020-05-17,EUR,BRL,6.3132
2020-05-18,EUR,BRL,6.3018
2020-05-19,EUR,BRL,6.2656
2020-05-20,EUR,BRL,6.2769
2020-05-21,EUR,BRL,6.2354
2020-05-22,EUR,BRL,6.1293
2020-05-23,EUR,BRL,6.1163
2020-05-24,EUR,BRL,6.112
2020-05-25,EUR,BRL,6.0498
2020-05-26,EUR,BRL,5.9595
2020-05-27,EUR,BRL,5.8823
2020-05-28,EUR,BRL,5.8686
2020-05-29,EUR,BRL,5.9491
2020-05-30,EUR,BRL,5.9526
2020-05-31,EUR,BRL,5.9571
2020-06-01,EUR,BRL,5.9575
2020-06-02,EUR,BRL,5.9415
2020-06-03,EUR,BRL,5.8285
2020-06-04,EUR,BRL,5.7208
2020-06-05,EUR,BRL,5.7412
2020-06-06,EUR,BRL,5.7397
2020-06-07,EUR,BRL,5.7314
2020-06-08,EUR,BRL,5.6113
2020-06-09,EUR,BRL,5.5323
2020-06-10,EUR,BRL,5.5468
2020-06-11,EUR,BRL,5.6237
2020-06-12,EUR,BRL,5.6631
2020-06-13,EUR,BRL,5.6637
2020-06-14,EUR,BRL,5.6676
2020-06-15,EUR,BRL,5.7326
2020-06-16,EUR,BRL,5.7949
2020-06-17,EUR,BRL,5.8711
2020-06-18,EUR,BRL,5.9149
2020-06-19,EUR,BRL,5.9852
2020-06-20,EUR,BRL,5.9843
2020-06-21,EUR,BRL,5.9887
2020-06-22,EUR,BRL,5.9369
2020-06-23,EUR,BRL,5.9096
2020-06-24,EUR,BRL,5.8826
2020-06-25,EUR,BRL,5.9791
2020-06-26,EUR,BRL,6.0408
2020-06-27,EUR,BRL,6.0424
2020-06-28,EUR,BRL,6.0508
2020-06-29,EUR,BRL,6.1182
2020-06-30,EUR,BRL,6.1056
2020-07-01,EUR,BRL,6.0963
2020-07-02,EUR,BRL,6.0222
2020-07-03,EUR,BRL,6.0205
2020-07-04,EUR,BRL,6.0161
2020-07-05,EUR,BRL,6.0147
2020-07-06,EUR,BRL,6.001
2020-07-07,EUR,BRL,6.047
2020-07-08,EUR,BRL,6.0544
2020-07-09,EUR,BRL,6.0522
2020-07-10,EUR,BRL,6.0465
2020-07-11,EUR,BRL,6.0472
2020-07-12,EUR,BRL,6.0451
2020-07-13,EUR,BRL,6.0435
2020-07-14,EUR,BRL,6.1052
2020-07-15,EUR,BRL,6.1102
2020-07-16,EUR,BRL,6.1135
2020-07-17,EUR,BRL,6.1015
2020-07-18,EUR,BRL,6.1025
2020-07-19,EUR,BRL,6.1045
2020-07-20,EUR,BRL,6.1391
2020-07-21,EUR,BRL,6.0844
2020-07-22,EUR,BRL,5.9824
2020-07-23,EUR,BRL,5.9596
2020-07-24,EUR,BRL,6.0303
2020-07-25,EUR,BRL,6.0326
2020-07-26,EUR,BRL,6.0405
2020-07-27,EUR,BRL,6.089
2020-07-28,EUR,BRL,6.0592
2020-07-29,EUR,BRL,6.0461
2020-07-30,EUR,BRL,6.0802
2020-07-31,EUR,BRL,6.1108
2020-08-01,EUR,BRL,6.1111
2020-08-02,EUR,BRL,6.1127
2020-08-03,EUR,BRL,6.1474
2020-08-04,EUR,BRL,6.229
2020-08-05,EUR,BRL,6.2425
2020-08-06,EUR,BRL,6.2823
2020-08-07,EUR,BRL,6.3203
2020-08-08,EUR,BRL,6.3233
2020-08-09,EUR,BRL,6.3325
2020-08-10,EUR,BRL,6.3631
2020-08-11,EUR,BRL,6.4016
2020-08-12,EUR,BRL,6.3677
2020-08-13,EUR,BRL,6.3832
2020-08-14,EUR,BRL,6.3679
2020-08-15,EUR,BRL,6.3667
2020-08-16,EUR,BRL,6.3661
2020-08-17,EUR,BRL,6.4183
2020-08-18,EUR,BRL,6.4937
2020-08-19,EUR,BRL,6.5209
2020-08-20,EUR,BRL,6.5679
2020-08-21,EUR,BRL,6.5794
2020-08-22,EUR,BRL,6.5804
2020-08-23,EUR,BRL,6.5892
2020-08-24,EUR,BRL,6.6031
2020-08-25,EUR,BRL,6.6091
2020-08-26,EUR,BRL,6.5575
2020-08-27,EUR,BRL,6.6073
2020-08-28,EUR,BRL,6.5748
2020-08-29,EUR,BRL,6.5787
2020-08-30,EUR,BRL,6.5518
2020-08-31,EUR,BRL,6.4777
2020-09-01,EUR,BRL,6.511
2020-09-02,EUR,BRL,6.4365
2020-09-03,EUR,BRL,6.3414
2020-09-04,EUR,BRL,6.2907
2020-09-05,EUR,BRL,6.2888
2020-09-06,EUR,BRL,6.2865
2020-09-07,EUR,BRL,6.28
2020-09-08,EUR,BRL,6.3005
2020-09-09,EUR,BRL,6.2882
2020-09-10,EUR,BRL,6.2871
2020-09-11,EUR,BRL,6.2863
2020-09-12,EUR,BRL,6.2873
2020-09-13,EUR,BRL,6.2883
2020-09-14,EUR,BRL,6.3019
2020-09-15,EUR,BRL,6.2762
2020-09-16,EUR,BRL,6.2519
2020-09-17,EUR,BRL,6.2105
2020-09-18,EUR,BRL,6.2316
2020-09-19,EUR,BRL,6.23
2020-09-20,EUR,BRL,6.2419
2020-09-21,EUR,BRL,6.3694
2020-09-22,EUR,BRL,6.3731
2020-09-23,EUR,BRL,6.4203
2020-09-24,EUR,BRL,6.477
2020-09-25,EUR,BRL,6.4599
2020-09-26,EUR,BRL,6.4611
2020-09-27,EUR,BRL,6.4598
2020-09-28,EUR,BRL,6.4742
2020-09-29,EUR,BRL,6.574
2020-09-30,EUR,BRL,6.5997
2020-10-01,EUR,BRL,6.594
2020-10-02,EUR,BRL,6.6082
2020-10-03,EUR,BRL,6.6115
2020-10-04,EUR,BRL,6.6143
2020-10-05,EUR,BRL,6.6409
2020-10-06,EUR,BRL,6.5811
2020-10-07,EUR,BRL,6.5742
2020-10-08,EUR,BRL,6.5965
2020-10-09,EUR,BRL,6.5847
2020-10-10,EUR,BRL,6.5864
2020-10-11,EUR,BRL,6.5818
2020-10-12,EUR,BRL,6.5503
2020-10-13,EUR,BRL,6.5453
2020-10-14,EUR,BRL,6.543
2020-10-15,EUR,BRL,6.5693
2020-10-16,EUR,BRL,6.586
2020-10-17,EUR,BRL,6.5864
2020-10-18,EUR,BRL,6.5903
2020-10-19,EUR,BRL,6.6029
2020-10-20,EUR,BRL,6.6064
2020-10-21,EUR,BRL,6.6294
2020-10-22,EUR,BRL,6.637
2020-10-23,EUR,BRL,6.6223
2020-10-24,EUR,BRL,6.6241
2020-10-25,EUR,BRL,6.6247
2020-10-26,EUR,BRL,6.6475
2020-10-27,EUR,BRL,6.6637
2020-10-28,EUR,BRL,6.7071
2020-10-29,EUR,BRL,6.7388
2020-10-30,EUR,BRL,6.7353
2020-10-31,EUR,BRL,6.7372
2020-11-01,EUR,BRL,6.7367
2020-11-02,EUR,BRL,6.7079
2020-11-03,EUR,BRL,6.694
2020-11-04,EUR,BRL,6.6993
2020-11-05,EUR,BRL,6.6384
2020-11-06,EUR,BRL,6.5955
2020-11-07,EUR,BRL,6.5921
2020-11-08,EUR,BRL,6.5752
2020-11-09,EUR,BRL,6.4009
2020-11-10,EUR,BRL,6.3609
2020-11-11,EUR,BRL,6.3741
2020-11-12,EUR,BRL,6.3703
2020-11-13,EUR,BRL,6.4386
2020-11-14,EUR,BRL,6.4431
2020-11-15,EUR,BRL,6.4542
2020-11-16,EUR,BRL,6.446
2020-11-17,EUR,BRL,6.4217
2020-11-18,EUR,BRL,6.3387
2020-11-19,EUR,BRL,6.3383
2020-11-20,EUR,BRL,6.3373
2020-11-21,EUR,BRL,6.3352
2020-11-22,EUR,BRL,6.3351
2020-11-23,EUR,BRL,6.381
2020-11-24,EUR,BRL,6.4069
2020-11-25,EUR,BRL,6.3834
2020-11-26,EUR,BRL,6.3579
2020-11-27,EUR,BRL,6.3706
2020-11-28,EUR,BRL,6.3718
2020-11-29,EUR,BRL,6.3723
2020-11-30,EUR,BRL,6.3815
2020-12-01,EUR,BRL,6.3607
2020-12-02,EUR,BRL,6.3194
2020-12-03,EUR,BRL,6.3102
2020-12-04,EUR,BRL,6.2901
2020-12-05,EUR,BRL,6.2862
2020-12-06,EUR,BRL,6.2797
2020-12-07,EUR,BRL,6.2325
2020-12-08,EUR,BRL,6.1992
2020-12-09,EUR,BRL,6.2062
2020-12-10,EUR,BRL,6.2031
2020-12-11,EUR,BRL,6.1527
2020-12-12,EUR,BRL,6.1491
2020-12-13,EUR,BRL,6.1422
2020-12-14,EUR,BRL,6.1445
2020-12-15,EUR,BRL,6.1851
2020-12-16,EUR,BRL,6.1987
2020-12-17,EUR,BRL,6.2049
2020-12-18,EUR,BRL,6.2239
2020-12-19,EUR,BRL,6.228
2020-12-20,EUR,BRL,6.2306
2020-12-21,EUR,BRL,6.2544
2020-12-22,EUR,BRL,6.2699
2020-12-23,EUR,BRL,6.2903
2020-12-24,EUR,BRL,6.3221
2020-12-25,EUR,BRL,6.3308
2020-12-26,EUR,BRL,6.3331
2020-12-27,EUR,BRL,6.3392
2020-12-28,EUR,BRL,6.3686
2020-12-29,EUR,BRL,6.3824
2020-12-30,EUR,BRL,6.3785
2020-12-31,EUR,BRL,6.3739
2021-01-01,EUR,BRL,6.3701
2021-01-02,EUR,BRL,6.3695
2021-01-03,EUR,BRL,6.3674
2021-01-04,EUR,BRL,6.3603
2021-01-05,EUR,BRL,6.4761
2021-01-06,EUR,BRL,6.4968
2021-01-07,EUR,BRL,6.5287
2021-01-08,EUR,BRL,6.5702
2021-01-09,EUR,BRL,6.5742
2021-01-10,EUR,BRL,6.5821
2021-01-11,EUR,BRL,6.6257
2021-01-12,EUR,BRL,6.6415
2021-01-13,EUR,BRL,6.5152
2021-01-14,EUR,BRL,6.4288
2021-01-15,EUR,BRL,6.3787
2021-01-16,EUR,BRL,6.3711
2021-01-17,EUR,BRL,6.3665
2021-01-18,EUR,BRL,6.3767
2021-01-19,EUR,BRL,6.3984
2021-01-20,EUR,BRL,6.4455
2021-01-21,EUR,BRL,6.4344
2021-01-22,EUR,BRL,6.5251
2021-01-23,EUR,BRL,6.5335
2021-01-24,EUR,BRL,6.5468
2021-01-25,EUR,BRL,6.6308
2021-01-26,EUR,BRL,6.5916
2021-01-27,EUR,BRL,6.5256
2021-01-28,EUR,BRL,6.5475
2021-01-29,EUR,BRL,6.5993
2021-01-30,EUR,BRL,6.6112
2021-01-31,EUR,BRL,6.616
2021-02-01,EUR,BRL,6.6144
2021-02-02,EUR,BRL,6.542
2021-02-03,EUR,BRL,6.4717
2021-02-04,EUR,BRL,6.4651
2021-02-05,EUR,BRL,6.4869
2021-02-06,EUR,BRL,6.489
2021-02-07,EUR,BRL,6.4894
2021-02-08,EUR,BRL,6.4776
2021-02-09,EUR,BRL,6.5058
2021-02-10,EUR,BRL,6.5261
2021-02-11,EUR,BRL,6.5191
2021-02-12,EUR,BRL,6.522
2021-02-13,EUR,BRL,6.5228
2021-02-14,EUR,BRL,6.5221
2021-02-15,EUR,BRL,6.5166
2021-02-16,EUR,BRL,6.5222
2021-02-17,EUR,BRL,6.5045
2021-02-18,EUR,BRL,6.5228
2021-02-19,EUR,BRL,6.5508
2021-02-20,EUR,BRL,6.5541
2021-02-21,EUR,BRL,6.555
2021-02-22,EUR,BRL,6.5966
2021-02-23,EUR,BRL,6.6179
2021-02-24,EUR,BRL,6.596
2021-02-25,EUR,BRL,6.6254
2021-02-26,EUR,BRL,6.6809
2021-02-27,EUR,BRL,6.6809
2021-02-28,EUR,BRL,6.6869
2021-03-01,EUR,BRL,6.7336
2021-03-02,EUR,BRL,6.7939
2021-03-03,EUR,BRL,6.8573
2021-03-04,EUR,BRL,6.7804
2021-03-05,EUR,BRL,6.7764
2021-03-06,EUR,BRL,6.776
2021-03-07,EUR,BRL,6.7771
2021-03-08,EUR,BRL,6.7921
2021-03-09,EUR,BRL,6.9077
2021-03-10,EUR,BRL,6.8811
2021-03-11,EUR,BRL,6.7578
2021-03-12,EUR,BRL,6.6712
2021-03-13,EUR,BRL,6.6662
2021-03-14,EUR,BRL,6.6511
2021-03-15,EUR,BRL,6.6593
2021-03-16,EUR,BRL,6.6676
2021-03-17,EUR,BRL,6.6982
2021-03-18,EUR,BRL,6.6606
2021-03-19,EUR,BRL,6.6044
2021-03-20,EUR,BRL,6.6024
2021-03-21,EUR,BRL,6.5988
2021-03-22,EUR,BRL,6.5731
2021-03-23,EUR,BRL,6.5616
2021-03-24,EUR,BRL,6.5437
2021-03-25,EUR,BRL,6.6363
2021-03-26,EUR,BRL,6.6826
2021-03-27,EUR,BRL,6.6835
2021-03-28,EUR,BRL,6.6923
2021-03-29,EUR,BRL,6.7681
2021-03-30,EUR,BRL,6.7692
2021-03-31,EUR,BRL,6.7347
2021-04-01,EUR,BRL,6.6665
2021-04-02,EUR,BRL,6.6605
2021-04-03,EUR,BRL,6.6649
2021-04-04,EUR,BRL,6.6713
2021-04-05,EUR,BRL,6.6938
2021-04-06,EUR,BRL,6.6786
2021-04-07,EUR,BRL,6.6601
2021-04-08,EUR,BRL,6.6563
2021-04-09,EUR,BRL,6.6723
2021-04-10,EUR,BRL,6.6705
2021-04-11,EUR,BRL,6.6753
2021-04-12,EUR,BRL,6.7412
2021-04-13,EUR,BRL,6.7899
2021-04-14,EUR,BRL,6.8115
2021-04-15,EUR,BRL,6.771
2021-04-16,EUR,BRL,6.7407
2021-04-17,EUR,BRL,6.7398
2021-04-18,EUR,BRL,6.7361
2021-04-19,EUR,BRL,6.7086
2021-04-20,EUR,BRL,6.7021
2021-04-21,EUR,BRL,6.7013
2021-04-22,EUR,BRL,6.6764
2021-04-23,EUR,BRL,6.615
2021-04-24,EUR,BRL,6.6105
2021-04-25,EUR,BRL,6.5955
2021-04-26,EUR,BRL,6.6025
2021-04-27,EUR,BRL,6.5803
2021-04-28,EUR,BRL,6.5631
2021-04-29,EUR,BRL,6.5119
2021-04-30,EUR,BRL,6.494
2021-05-01,EUR,BRL,6.4873
2021-05-02,EUR,BRL,6.4908
2021-05-03,EUR,BRL,6.5214
2021-05-04,EUR,BRL,6.5398
2021-05-05,EUR,BRL,6.5161
2021-05-06,EUR,BRL,6.4459
2021-05-07,EUR,BRL,6.3812
2021-05-08,EUR,BRL,6.3789
2021-05-09,EUR,BRL,6.3748
2021-05-10,EUR,BRL,6.3802
2021-05-11,EUR,BRL,6.3671
2021-05-12,EUR,BRL,6.3545
2021-05-13,EUR,BRL,6.3793
2021-05-14,EUR,BRL,6.3986
2021-05-15,EUR,BRL,6.4023
2021-05-16,EUR,BRL,6.4048
2021-05-17,EUR,BRL,6.4123
2021-05-18,EUR,BRL,6.4174
2021-05-19,EUR,BRL,6.4393
2021-05-20,EUR,BRL,6.4529
2021-05-21,EUR,BRL,6.4695
2021-05-22,EUR,BRL,6.4699
2021-05-23,EUR,BRL,6.4735
2021-05-24,EUR,BRL,6.5032
2021-05-25,EUR,BRL,6.5076
2021-05-26,EUR,BRL,6.5099
2021-05-27,EUR,BRL,6.4748
2021-05-28,EUR,BRL,6.4178
2021-05-29,EUR,BRL,6.4135
2021-05-30,EUR,BRL,6.4076
2021-05-31,EUR,BRL,6.3838
2021-06-01,EUR,BRL,6.3603
2021-06-02,EUR,BRL,6.2949
2021-06-03,EUR,BRL,6.2182
2021-06-04,EUR,BRL,6.1776
2021-06-05,EUR,BRL,6.1739
2021-06-06,EUR,BRL,6.1706
2021-06-07,EUR,BRL,6.1477
2021-06-08,EUR,BRL,6.1474
2021-06-09,EUR,BRL,6.1441
2021-06-10,EUR,BRL,6.1569
2021-06-11,EUR,BRL,6.171
2021-06-12,EUR,BRL,6.1701
2021-06-13,EUR,BRL,6.1719
2021-06-14,EUR,BRL,6.1739
2021-06-15,EUR,BRL,6.1555
2021-06-16,EUR,BRL,6.1141
2021-06-17,EUR,BRL,6.0662
2021-06-18,EUR,BRL,6.0027
2021-06-19,EUR,BRL,5.9988
2021-06-20,EUR,BRL,5.9969
2021-06-21,EUR,BRL,6.0182
2021-06-22,EUR,BRL,5.9871
2021-06-23,EUR,BRL,5.9362
2021-06-24,EUR,BRL,5.9228
2021-06-25,EUR,BRL,5.8895
2021-06-26,EUR,BRL,5.8859
2021-06-27,EUR,BRL,5.8834
2021-06-28,EUR,BRL,5.8915
2021-06-29,EUR,BRL,5.8898
2021-06-30,EUR,BRL,5.9106
2021-07-01,EUR,BRL,5.9093
2021-07-02,EUR,BRL,5.9487
2021-07-03,EUR,BRL,5.9517
2021-07-04,EUR,BRL,5.9537
2021-07-05,EUR,BRL,5.9912
2021-07-06,EUR,BRL,6.0414
2021-07-07,EUR,BRL,6.1129
2021-07-08,EUR,BRL,6.1712
2021-07-09,EUR,BRL,6.2115
2021-07-10,EUR,BRL,6.2167
2021-07-11,EUR,BRL,6.2221
2021-07-12,EUR,BRL,6.222
2021-07-13,EUR,BRL,6.1453
