date,base,quote,rate
2023-06-16,EUR,BRL,5.2679
2023-06-17,EUR,BRL,5.2713
2023-06-18,EUR,BRL,5.2757
2023-06-19,EUR,BRL,5.2692
2023-06-20,EUR,BRL,5.2373
2023-06-21,EUR,BRL,5.2258
2023-06-22,EUR,BRL,5.2368
2023-06-23,EUR,BRL,5.2233
2023-06-24,EUR,BRL,5.2193
2023-06-25,EUR,BRL,5.2173
2023-06-26,EUR,BRL,5.2125
2023-06-27,EUR,BRL,5.2235
2023-06-28,EUR,BRL,5.2738
2023-06-29,EUR,BRL,5.2873
2023-06-30,EUR,BRL,5.2758
2023-07-01,EUR,BRL,5.2766
2023-07-02,EUR,BRL,5.2767
2023-07-03,EUR,BRL,5.2309
2023-07-04,EUR,BRL,5.2437
2023-07-05,EUR,BRL,5.2752
2023-07-06,EUR,BRL,5.2908
2023-07-07,EUR,BRL,5.3324
2023-07-08,EUR,BRL,5.3368
2023-07-09,EUR,BRL,5.3397
2023-07-10,EUR,BRL,5.3347
2023-07-11,EUR,BRL,5.37
2023-07-12,EUR,BRL,5.3489
2023-07-13,EUR,BRL,5.3639
2023-07-14,EUR,BRL,5.377
2023-07-15,EUR,BRL,5.3776
2023-07-16,EUR,BRL,5.3781
2023-07-17,EUR,BRL,5.3917
2023-07-18,EUR,BRL,5.3998
2023-07-19,EUR,BRL,5.3997
2023-07-20,EUR,BRL,5.3741
2023-07-21,EUR,BRL,5.3511
2023-07-22,EUR,BRL,5.3483
2023-07-23,EUR,BRL,5.3443
2023-07-24,EUR,BRL,5.3084
2023-07-25,EUR,BRL,5.2552
2023-07-26,EUR,BRL,5.2506
2023-07-27,EUR,BRL,5.2565
2023-07-28,EUR,BRL,5.2252
2023-07-29,EUR,BRL,5.2197
2023-07-30,EUR,BRL,5.2174
2023-07-31,EUR,BRL,5.2209
2023-08-01,EUR,BRL,5.2226
2023-08-02,EUR,BRL,5.2502
2023-08-03,EUR,BRL,5.287
2023-08-04,EUR,BRL,5.337
2023-08-05,EUR,BRL,5.3441
2023-08-06,EUR,BRL,5.3512
2023-08-07,EUR,BRL,5.361
2023-08-08,EUR,BRL,5.3775
2023-08-09,EUR,BRL,5.3744
2023-08-10,EUR,BRL,5.372
2023-08-11,EUR,BRL,5.3686
2023-08-12,EUR,BRL,5.3665
2023-08-13,EUR,BRL,5.3679
2023-08-14,EUR,BRL,5.3777
2023-08-15,EUR,BRL,5.4096
2023-08-16,EUR,BRL,5.4265
2023-08-17,EUR,BRL,5.4242
2023-08-18,EUR,BRL,5.4086
2023-08-19,EUR,BRL,5.4081
2023-08-20,EUR,BRL,5.4081
2023-08-21,EUR,BRL,5.4075
2023-08-22,EUR,BRL,5.4052
2023-08-23,EUR,BRL,5.3506
2023-08-24,EUR,BRL,5.2931
2023-08-25,EUR,BRL,5.2692
2023-08-26,EUR,BRL,5.266
2023-08-27,EUR,BRL,5.2662
2023-08-28,EUR,BRL,5.2691
2023-08-29,EUR,BRL,5.2708
2023-08-30,EUR,BRL,5.2826
2023-08-31,EUR,BRL,5.3242
2023-09-01,EUR,BRL,5.3486
2023-09-02,EUR,BRL,5.349
2023-09-03,EUR,BRL,5.3498
2023-09-04,EUR,BRL,5.3387
2023-09-05,EUR,BRL,5.3304
2023-09-06,EUR,BRL,5.3339
2023-09-07,EUR,BRL,5.3357
2023-09-08,EUR,BRL,5.3348
2023-09-09,EUR,BRL,5.3331
2023-09-10,EUR,BRL,5.3332
2023-09-11,EUR,BRL,5.3263
2023-09-12,EUR,BRL,5.3117
2023-09-13,EUR,BRL,5.3075
2023-09-14,EUR,BRL,5.2701
2023-09-15,EUR,BRL,5.214
2023-09-16,EUR,BRL,5.2065
2023-09-17,EUR,BRL,5.2015
2023-09-18,EUR,BRL,5.1936
2023-09-19,EUR,BRL,5.1928
2023-09-20,EUR,BRL,5.2012
2023-09-21,EUR,BRL,5.2151
2023-09-22,EUR,BRL,5.2331
2023-09-23,EUR,BRL,5.2361
2023-09-24,EUR,BRL,5.2397
2023-09-25,EUR,BRL,5.2557
2023-09-26,EUR,BRL,5.2626
2023-09-27,EUR,BRL,5.2786
2023-09-28,EUR,BRL,5.2931
2023-09-29,EUR,BRL,5.3014
2023-09-30,EUR,BRL,5.3044
2023-10-01,EUR,BRL,5.3084
2023-10-02,EUR,BRL,5.3321
2023-10-03,EUR,BRL,5.3299
2023-10-04,EUR,BRL,5.3842
2023-10-05,EUR,BRL,5.4207
2023-10-06,EUR,BRL,5.4457
2023-10-07,EUR,BRL,5.4499
2023-10-08,EUR,BRL,5.4515
2023-10-09,EUR,BRL,5.4405
2023-10-10,EUR,BRL,5.4214
2023-10-11,EUR,BRL,5.3739
2023-10-12,EUR,BRL,5.3646
2023-10-13,EUR,BRL,5.3457
2023-10-14,EUR,BRL,5.3397
2023-10-15,EUR,BRL,5.3379
2023-10-16,EUR,BRL,5.3412
2023-10-17,EUR,BRL,5.3262
2023-10-18,EUR,BRL,5.3282
2023-10-19,EUR,BRL,5.3392
2023-10-20,EUR,BRL,5.345
2023-10-21,EUR,BRL,5.3467
2023-10-22,EUR,BRL,5.3463
2023-10-23,EUR,BRL,5.3399
2023-10-24,EUR,BRL,5.3388
2023-10-25,EUR,BRL,5.3026
2023-10-26,EUR,BRL,5.2823
2023-10-27,EUR,BRL,5.2662
2023-10-28,EUR,BRL,5.2646
2023-10-29,EUR,BRL,5.2659
2023-10-30,EUR,BRL,5.2955
2023-10-31,EUR,BRL,5.3431
2023-11-01,EUR,BRL,5.3246
2023-11-02,EUR,BRL,5.2792
2023-11-03,EUR,BRL,5.26
2023-11-04,EUR,BRL,5.2597
2023-11-05,EUR,BRL,5.2586
2023-11-06,EUR,BRL,5.2661
2023-11-07,EUR,BRL,5.2339
2023-11-08,EUR,BRL,5.2219
2023-11-09,EUR,BRL,5.2443
2023-11-10,EUR,BRL,5.2586
2023-11-11,EUR,BRL,5.2599
2023-11-12,EUR,BRL,5.26
2023-11-13,EUR,BRL,5.2549
2023-11-14,EUR,BRL,5.2518
2023-11-15,EUR,BRL,5.2809
2023-11-16,EUR,BRL,5.2798
2023-11-17,EUR,BRL,5.2917
2023-11-18,EUR,BRL,5.2964
2023-11-19,EUR,BRL,5.3004
2023-11-20,EUR,BRL,5.333
2023-11-21,EUR,BRL,5.3384
2023-11-22,EUR,BRL,5.3429
2023-11-23,EUR,BRL,5.3439
2023-11-24,EUR,BRL,5.3456
2023-11-25,EUR,BRL,5.3469
2023-11-26,EUR,BRL,5.3488
2023-11-27,EUR,BRL,5.3593
2023-11-28,EUR,BRL,5.3593
2023-11-29,EUR,BRL,5.3694
2023-11-30,EUR,BRL,5.386
2023-12-01,EUR,BRL,5.3576
2023-12-02,EUR,BRL,5.3562
2023-12-03,EUR,BRL,5.3527
2023-12-04,EUR,BRL,5.3284
2023-12-05,EUR,BRL,5.3532
2023-12-06,EUR,BRL,5.3206
2023-12-07,EUR,BRL,5.2828
2023-12-08,EUR,BRL,5.2981
2023-12-09,EUR,BRL,5.2982
2023-12-10,EUR,BRL,5.3
2023-12-11,EUR,BRL,5.3073
2023-12-12,EUR,BRL,5.3256
2023-12-13,EUR,BRL,5.354
2023-12-14,EUR,BRL,5.3498
2023-12-15,EUR,BRL,5.3994
2023-12-16,EUR,BRL,5.4031
2023-12-17,EUR,BRL,5.4037
2023-12-18,EUR,BRL,5.3953
2023-12-19,EUR,BRL,5.3526
2023-12-20,EUR,BRL,5.3501
2023-12-21,EUR,BRL,5.3679
2023-12-22,EUR,BRL,5.3663
2023-12-23,EUR,BRL,5.3675
2023-12-24,EUR,BRL,5.3661
2023-12-25,EUR,BRL,5.3649
2023-12-26,EUR,BRL,5.3599
2023-12-27,EUR,BRL,5.3461
2023-12-28,EUR,BRL,5.3657
2023-12-29,EUR,BRL,5.3716
2023-12-30,EUR,BRL,5.3696
2023-12-31,EUR,BRL,5.3691
2024-01-01,EUR,BRL,5.3691
2024-01-02,EUR,BRL,5.3684
2024-01-03,EUR,BRL,5.3764
2024-01-04,EUR,BRL,5.3743
2024-01-05,EUR,BRL,5.3608
2024-01-06,EUR,BRL,5.36
2024-01-07,EUR,BRL,5.3572
2024-01-08,EUR,BRL,5.345
2024-01-09,EUR,BRL,5.3446
2024-01-10,EUR,BRL,5.3558
2024-01-11,EUR,BRL,5.3597
2024-01-12,EUR,BRL,5.3429
2024-01-13,EUR,BRL,5.3408
2024-01-14,EUR,BRL,5.3383
2024-01-15,EUR,BRL,5.3319
2024-01-16,EUR,BRL,5.3274
2024-01-17,EUR,BRL,5.3492
2024-01-18,EUR,BRL,5.3648
2024-01-19,EUR,BRL,5.3624
2024-01-20,EUR,BRL,5.363
2024-01-21,EUR,BRL,5.3627
2024-01-22,EUR,BRL,5.3723
2024-01-23,EUR,BRL,5.3978
2024-01-24,EUR,BRL,5.3766
2024-01-25,EUR,BRL,5.3671
2024-01-26,EUR,BRL,5.3392
2024-01-27,EUR,BRL,5.3372
2024-01-28,EUR,BRL,5.3352
2024-01-29,EUR,BRL,5.3278
2024-01-30,EUR,BRL,5.3572
2024-01-31,EUR,BRL,5.3597
2024-02-01,EUR,BRL,5.3544
2024-02-02,EUR,BRL,5.3523
2024-02-03,EUR,BRL,5.3523
2024-02-04,EUR,BRL,5.3527
2024-02-05,EUR,BRL,5.366
2024-02-06,EUR,BRL,5.3484
2024-02-07,EUR,BRL,5.3482
2024-02-08,EUR,BRL,5.3581
2024-02-09,EUR,BRL,5.3632
2024-02-10,EUR,BRL,5.3649
2024-02-11,EUR,BRL,5.365
2024-02-12,EUR,BRL,5.35
2024-02-13,EUR,BRL,5.3443
2024-02-14,EUR,BRL,5.3227
2024-02-15,EUR,BRL,5.3383
2024-02-16,EUR,BRL,5.3505
2024-02-17,EUR,BRL,5.3521
2024-02-18,EUR,BRL,5.3526
2024-02-19,EUR,BRL,5.3504
2024-02-20,EUR,BRL,5.3496
2024-02-21,EUR,BRL,5.3355
2024-02-22,EUR,BRL,5.3523
2024-02-23,EUR,BRL,5.3824
2024-02-24,EUR,BRL,5.3835
2024-02-25,EUR,BRL,5.3848
2024-02-26,EUR,BRL,5.4043
2024-02-27,EUR,BRL,5.3995
2024-02-28,EUR,BRL,5.3654
2024-02-29,EUR,BRL,5.3912
2024-03-01,EUR,BRL,5.375
2024-03-02,EUR,BRL,5.3733
2024-03-03,EUR,BRL,5.3731
2024-03-04,EUR,BRL,5.3728
2024-03-05,EUR,BRL,5.3758
2024-03-06,EUR,BRL,5.3782
2024-03-07,EUR,BRL,5.3872
2024-03-08,EUR,BRL,5.4136
2024-03-09,EUR,BRL,5.4152
2024-03-10,EUR,BRL,5.4182
2024-03-11,EUR,BRL,5.4393
2024-03-12,EUR,BRL,5.4442
2024-03-13,EUR,BRL,5.4464
2024-03-14,EUR,BRL,5.4394
2024-03-15,EUR,BRL,5.4416
2024-03-16,EUR,BRL,5.4417
2024-03-17,EUR,BRL,5.4413
2024-03-18,EUR,BRL,5.446
2024-03-19,EUR,BRL,5.4668
2024-03-20,EUR,BRL,5.4552
2024-03-21,EUR,BRL,5.4396
2024-03-22,EUR,BRL,5.419
2024-03-23,EUR,BRL,5.4167
2024-03-24,EUR,BRL,5.4147
2024-03-25,EUR,BRL,5.4135
2024-03-26,EUR,BRL,5.4138
2024-03-27,EUR,BRL,5.4034
2024-03-28,EUR,BRL,5.4009
2024-03-29,EUR,BRL,5.4012
2024-03-30,EUR,BRL,5.4026
2024-03-31,EUR,BRL,5.4045
2024-04-01,EUR,BRL,5.4152
2024-04-02,EUR,BRL,5.4305
2024-04-03,EUR,BRL,5.453
2024-04-04,EUR,BRL,5.4623
2024-04-05,EUR,BRL,5.4722
2024-04-06,EUR,BRL,5.4721
2024-04-07,EUR,BRL,5.4729
2024-04-08,EUR,BRL,5.482
2024-04-09,EUR,BRL,5.4545
2024-04-10,EUR,BRL,5.4561
2024-04-11,EUR,BRL,5.4612
2024-04-12,EUR,BRL,5.463
2024-04-13,EUR,BRL,5.4592
2024-04-14,EUR,BRL,5.4587
2024-04-15,EUR,BRL,5.4672
2024-04-16,EUR,BRL,5.5411
2024-04-17,EUR,BRL,5.5907
2024-04-18,EUR,BRL,5.6065
2024-04-19,EUR,BRL,5.5968
2024-04-20,EUR,BRL,5.5978
2024-04-21,EUR,BRL,5.5953
2024-04-22,EUR,BRL,5.5606
2024-04-23,EUR,BRL,5.5255
2024-04-24,EUR,BRL,5.5073
2024-04-25,EUR,BRL,5.5152
2024-04-26,EUR,BRL,5.5243
2024-04-27,EUR,BRL,5.5246
2024-04-28,EUR,BRL,5.5227
2024-04-29,EUR,BRL,5.4948
2024-04-30,EUR,BRL,5.4999
2024-05-01,EUR,BRL,5.5043
2024-05-02,EUR,BRL,5.5197
2024-05-03,EUR,BRL,5.4983
2024-05-04,EUR,BRL,5.4981
2024-05-05,EUR,BRL,5.4925
2024-05-06,EUR,BRL,5.4702
2024-05-07,EUR,BRL,5.4647
2024-05-08,EUR,BRL,5.4664
2024-05-09,EUR,BRL,5.4903
2024-05-10,EUR,BRL,5.5241
2024-05-11,EUR,BRL,5.5275
2024-05-12,EUR,BRL,5.5327
2024-05-13,EUR,BRL,5.5468
2024-05-14,EUR,BRL,5.551
2024-05-15,EUR,BRL,5.5697
2024-05-16,EUR,BRL,5.5771
2024-05-17,EUR,BRL,5.5716
2024-05-18,EUR,BRL,5.5704
2024-05-19,EUR,BRL,5.5683
2024-05-20,EUR,BRL,5.5587
2024-05-21,EUR,BRL,5.5477
2024-05-22,EUR,BRL,5.5676
2024-05-23,EUR,BRL,5.5778
2024-05-24,EUR,BRL,5.5743
2024-05-25,EUR,BRL,5.5742
2024-05-26,EUR,BRL,5.5756
2024-05-27,EUR,BRL,5.6018
2024-05-28,EUR,BRL,5.6153
2024-05-29,EUR,BRL,5.6211
2024-05-30,EUR,BRL,5.6216
2024-05-31,EUR,BRL,5.6449
2024-06-01,EUR,BRL,5.647
2024-06-02,EUR,BRL,5.6506
2024-06-03,EUR,BRL,5.6836
2024-06-04,EUR,BRL,5.7185
2024-06-05,EUR,BRL,5.7351
2024-06-06,EUR,BRL,5.7514
2024-06-07,EUR,BRL,5.7327
2024-06-08,EUR,BRL,5.73
2024-06-09,EUR,BRL,5.7307
2024-06-10,EUR,BRL,5.745
2024-06-11,EUR,BRL,5.7518
2024-06-12,EUR,BRL,5.771
2024-06-13,EUR,BRL,5.8198
2024-06-14,EUR,BRL,5.7672
2024-06-15,EUR,BRL,5.7606
2024-06-16,EUR,BRL,5.7606
2024-06-17,EUR,BRL,5.7757
2024-06-18,EUR,BRL,5.8026
2024-06-19,EUR,BRL,5.8344
2024-06-20,EUR,BRL,5.824
2024-06-21,EUR,BRL,5.8204
2024-06-22,EUR,BRL,5.8199
2024-06-23,EUR,BRL,5.8188
2024-06-24,EUR,BRL,5.81
2024-06-25,EUR,BRL,5.8058
2024-06-26,EUR,BRL,5.8402
2024-06-27,EUR,BRL,5.887
2024-06-28,EUR,BRL,5.9081
2024-06-29,EUR,BRL,5.908
2024-06-30,EUR,BRL,5.9123
2024-07-01,EUR,BRL,5.9823
2024-07-02,EUR,BRL,6.0524
2024-07-03,EUR,BRL,6.0582
2024-07-04,EUR,BRL,5.9865
2024-07-05,EUR,BRL,5.9621
2024-07-06,EUR,BRL,5.9615
2024-07-07,EUR,BRL,5.9612
2024-07-08,EUR,BRL,5.9302
2024-07-09,EUR,BRL,5.9158
2024-07-10,EUR,BRL,5.8693
2024-07-11,EUR,BRL,5.8775
2024-07-12,EUR,BRL,5.9076
2024-07-13,EUR,BRL,5.9108
2024-07-14,EUR,BRL,5.9137
2024-07-15,EUR,BRL,5.9313
2024-07-16,EUR,BRL,5.9311
2024-07-17,EUR,BRL,5.9473
2024-07-18,EUR,BRL,6.0071
2024-07-19,EUR,BRL,6.0407
2024-07-20,EUR,BRL,6.0421
2024-07-21,EUR,BRL,6.0469
2024-07-22,EUR,BRL,6.0786
2024-07-23,EUR,BRL,6.0691
2024-07-24,EUR,BRL,6.0773
2024-07-25,EUR,BRL,6.1245
2024-07-26,EUR,BRL,6.1271
2024-07-27,EUR,BRL,6.1267
2024-07-28,EUR,BRL,6.1275
2024-07-29,EUR,BRL,6.1312
2024-07-30,EUR,BRL,6.0992
2024-07-31,EUR,BRL,6.0959
2024-08-01,EUR,BRL,6.121
2024-08-02,EUR,BRL,6.203
2024-08-03,EUR,BRL,6.2096
2024-08-04,EUR,BRL,6.2148
2024-08-05,EUR,BRL,6.2737
2024-08-06,EUR,BRL,6.2376
2024-08-07,EUR,BRL,6.176
2024-08-08,EUR,BRL,6.1524
2024-08-09,EUR,BRL,6.0833
2024-08-10,EUR,BRL,6.0757
2024-08-11,EUR,BRL,6.0676
2024-08-12,EUR,BRL,6.025
2024-08-13,EUR,BRL,6.013
2024-08-14,EUR,BRL,6.0097
2024-08-15,EUR,BRL,6.0246
2024-08-16,EUR,BRL,6.0249
2024-08-17,EUR,BRL,6.0246
2024-08-18,EUR,BRL,6.0243
2024-08-19,EUR,BRL,6.0217
2024-08-20,EUR,BRL,6.035
2024-08-21,EUR,BRL,6.0762
2024-08-22,EUR,BRL,6.1427
2024-08-23,EUR,BRL,6.1746
2024-08-24,EUR,BRL,6.1806
2024-08-25,EUR,BRL,6.1823
2024-08-26,EUR,BRL,6.1423
2024-08-27,EUR,BRL,6.1417
2024-08-28,EUR,BRL,6.1556
2024-08-29,EUR,BRL,6.1957
2024-08-30,EUR,BRL,6.2233
2024-08-31,EUR,BRL,6.225
2024-09-01,EUR,BRL,6.2252
2024-09-02,EUR,BRL,6.2171
2024-09-03,EUR,BRL,6.215
2024-09-04,EUR,BRL,6.2388
2024-09-05,EUR,BRL,6.2357
2024-09-06,EUR,BRL,6.2066
2024-09-07,EUR,BRL,6.2032
2024-09-08,EUR,BRL,6.2007
2024-09-09,EUR,BRL,6.1993
2024-09-10,EUR,BRL,6.1797
2024-09-11,EUR,BRL,6.2217
2024-09-12,EUR,BRL,6.2324
2024-09-13,EUR,BRL,6.2167
2024-09-14,EUR,BRL,6.218
2024-09-15,EUR,BRL,6.218
2024-09-16,EUR,BRL,6.1885
2024-09-17,EUR,BRL,6.1462
2024-09-18,EUR,BRL,6.1138
2024-09-19,EUR,BRL,6.0684
2024-09-20,EUR,BRL,6.0861
2024-09-21,EUR,BRL,6.0835
2024-09-22,EUR,BRL,6.0872
2024-09-23,EUR,BRL,6.1523
2024-09-24,EUR,BRL,6.1388
2024-09-25,EUR,BRL,6.1178
2024-09-26,EUR,BRL,6.0904
2024-09-27,EUR,BRL,6.0864
2024-09-28,EUR,BRL,6.0863
2024-09-29,EUR,BRL,6.085
2024-09-30,EUR,BRL,6.0764
2024-10-01,EUR,BRL,6.0589
2024-10-02,EUR,BRL,6.0275
2024-10-03,EUR,BRL,6.0247
2024-10-04,EUR,BRL,6.0381
2024-10-05,EUR,BRL,6.0385
2024-10-06,EUR,BRL,6.0375
2024-10-07,EUR,BRL,5.9959
2024-10-08,EUR,BRL,6.0356
2024-10-09,EUR,BRL,6.0726
2024-10-10,EUR,BRL,6.0994
2024-10-11,EUR,BRL,6.1072
2024-10-12,EUR,BRL,6.1074
2024-10-13,EUR,BRL,6.1086
2024-10-14,EUR,BRL,6.1299
2024-10-15,EUR,BRL,6.1119
2024-10-16,EUR,BRL,6.1483
2024-10-17,EUR,BRL,6.1579
2024-10-18,EUR,BRL,6.1395
2024-10-19,EUR,BRL,6.1384
2024-10-20,EUR,BRL,6.1393
2024-10-21,EUR,BRL,6.1746
2024-10-22,EUR,BRL,6.1636
2024-10-23,EUR,BRL,6.1547
2024-10-24,EUR,BRL,6.1444
2024-10-25,EUR,BRL,6.1444
2024-10-26,EUR,BRL,6.1436
2024-10-27,EUR,BRL,6.1455
2024-10-28,EUR,BRL,6.1506
2024-10-29,EUR,BRL,6.1732
2024-10-30,EUR,BRL,6.2368
2024-10-31,EUR,BRL,6.2614
2024-11-01,EUR,BRL,6.2891
2024-11-02,EUR,BRL,6.2903
2024-11-03,EUR,BRL,6.2962
2024-11-04,EUR,BRL,6.3363
2024-11-05,EUR,BRL,6.3126
2024-11-06,EUR,BRL,6.2356
2024-11-07,EUR,BRL,6.1399
2024-11-08,EUR,BRL,6.1783
2024-11-09,EUR,BRL,6.1812
2024-11-10,EUR,BRL,6.1836
2024-11-11,EUR,BRL,6.1818
2024-11-12,EUR,BRL,6.1375
2024-11-13,EUR,BRL,6.1239
2024-11-14,EUR,BRL,6.1202
2024-11-15,EUR,BRL,6.1186
2024-11-16,EUR,BRL,6.1201
2024-11-17,EUR,BRL,6.1197
2024-11-18,EUR,BRL,6.1117
2024-11-19,EUR,BRL,6.1125
2024-11-20,EUR,BRL,6.1053
2024-11-21,EUR,BRL,6.1179
2024-11-22,EUR,BRL,6.0879
2024-11-23,EUR,BRL,6.0822
2024-11-24,EUR,BRL,6.079
2024-11-25,EUR,BRL,6.0844
2024-11-26,EUR,BRL,6.093
2024-11-27,EUR,BRL,6.1248
2024-11-28,EUR,BRL,6.2403
2024-11-29,EUR,BRL,6.3459
2024-11-30,EUR,BRL,6.3539
2024-12-01,EUR,BRL,6.358
2024-12-02,EUR,BRL,6.3426
2024-12-03,EUR,BRL,6.3679
2024-12-04,EUR,BRL,6.3668
2024-12-05,EUR,BRL,6.3444
2024-12-06,EUR,BRL,6.368
2024-12-07,EUR,BRL,6.3693
2024-12-08,EUR,BRL,6.3739
2024-12-09,EUR,BRL,6.4074
2024-12-10,EUR,BRL,6.3996
2024-12-11,EUR,BRL,6.3632
2024-12-12,EUR,BRL,6.2768
2024-12-13,EUR,BRL,6.314
2024-12-14,EUR,BRL,6.3182
2024-12-15,EUR,BRL,6.323
2024-12-16,EUR,BRL,6.3485
2024-12-17,EUR,BRL,6.4292
2024-12-18,EUR,BRL,6.4464
2024-12-19,EUR,BRL,6.485
2024-12-20,EUR,BRL,6.3847
2024-12-21,EUR,BRL,6.3764
2024-12-22,EUR,BRL,6.3665
2024-12-23,EUR,BRL,6.3843
2024-12-24,EUR,BRL,6.4109
2024-12-25,EUR,BRL,6.4231
2024-12-26,EUR,BRL,6.4244
2024-12-27,EUR,BRL,6.4435
2024-12-28,EUR,BRL,6.4481
2024-12-29,EUR,BRL,6.4498
2024-12-30,EUR,BRL,6.4622
2024-12-31,EUR,BRL,6.4482
2025-01-01,EUR,BRL,6.4441
2025-01-02,EUR,BRL,6.4206
2025-01-03,EUR,BRL,6.37
2025-01-04,EUR,BRL,6.3643
2025-01-05,EUR,BRL,6.3622
2025-01-06,EUR,BRL,6.3632
2025-01-07,EUR,BRL,6.3473
2025-01-08,EUR,BRL,6.335
2025-01-09,EUR,BRL,6.304
2025-01-10,EUR,BRL,6.2621
2025-01-11,EUR,BRL,6.2563
2025-01-12,EUR,BRL,6.2548
2025-01-13,EUR,BRL,6.2443
2025-01-14,EUR,BRL,6.2407
2025-01-15,EUR,BRL,6.243
2025-01-16,EUR,BRL,6.2202
2025-01-17,EUR,BRL,6.2349
2025-01-18,EUR,BRL,6.2374
2025-01-19,EUR,BRL,6.2402
2025-01-20,EUR,BRL,6.2595
2025-01-21,EUR,BRL,6.2731
2025-01-22,EUR,BRL,6.2642
2025-01-23,EUR,BRL,6.2185
2025-01-24,EUR,BRL,6.1954
2025-01-25,EUR,BRL,6.1969
2025-01-26,EUR,BRL,6.1992
2025-01-27,EUR,BRL,6.2229
2025-01-28,EUR,BRL,6.1836
2025-01-29,EUR,BRL,6.127
2025-01-30,EUR,BRL,6.1439
2025-01-31,EUR,BRL,6.1085
2025-02-01,EUR,BRL,6.1052
2025-02-02,EUR,BRL,6.0944
2025-02-03,EUR,BRL,6.0334
2025-02-04,EUR,BRL,6.0054
2025-02-05,EUR,BRL,6.0186
2025-02-06,EUR,BRL,6.0215
2025-02-07,EUR,BRL,5.9946
2025-02-08,EUR,BRL,5.9919
2025-02-09,EUR,BRL,5.9906
2025-02-10,EUR,BRL,5.9838
2025-02-11,EUR,BRL,5.9784
2025-02-12,EUR,BRL,5.9792
2025-02-13,EUR,BRL,6.0092
2025-02-14,EUR,BRL,6.0152
2025-02-15,EUR,BRL,6.0182
2025-02-16,EUR,BRL,6.0172
2025-02-17,EUR,BRL,5.9991
2025-02-18,EUR,BRL,5.982
2025-02-19,EUR,BRL,5.9699
2025-02-20,EUR,BRL,5.9625
2025-02-21,EUR,BRL,5.9804
2025-02-22,EUR,BRL,5.9808
2025-02-23,EUR,BRL,5.9821
2025-02-24,EUR,BRL,6.0006
2025-02-25,EUR,BRL,6.049
2025-02-26,EUR,BRL,6.0509
2025-02-27,EUR,BRL,6.0778
2025-02-28,EUR,BRL,6.0828
2025-03-01,EUR,BRL,6.0821
2025-03-02,EUR,BRL,6.083
2025-03-03,EUR,BRL,6.1118
2025-03-04,EUR,BRL,6.1625
2025-03-05,EUR,BRL,6.2439
2025-03-06,EUR,BRL,6.2244
2025-03-07,EUR,BRL,6.2419
2025-03-08,EUR,BRL,6.2447
2025-03-09,EUR,BRL,6.2483
2025-03-10,EUR,BRL,6.2739
2025-03-11,EUR,BRL,6.3369
2025-03-12,EUR,BRL,6.3524
2025-03-13,EUR,BRL,6.3203
2025-03-14,EUR,BRL,6.277
2025-03-15,EUR,BRL,6.2775
2025-03-16,EUR,BRL,6.2743
2025-03-17,EUR,BRL,6.2449
2025-03-18,EUR,BRL,6.2162
2025-03-19,EUR,BRL,6.2004
2025-03-20,EUR,BRL,6.1649
2025-03-21,EUR,BRL,6.1769
2025-03-22,EUR,BRL,6.1788
2025-03-23,EUR,BRL,6.1812
2025-03-24,EUR,BRL,6.2067
2025-03-25,EUR,BRL,6.2043
2025-03-26,EUR,BRL,6.1799
2025-03-27,EUR,BRL,6.1908
2025-03-28,EUR,BRL,6.211
2025-03-29,EUR,BRL,6.2115
2025-03-30,EUR,BRL,6.2115
2025-03-31,EUR,BRL,6.2193
2025-04-01,EUR,BRL,6.1857
2025-04-02,EUR,BRL,6.151
2025-04-03,EUR,BRL,6.1893
2025-04-04,EUR,BRL,6.283
2025-04-05,EUR,BRL,6.2812
2025-04-06,EUR,BRL,6.2902
2025-04-07,EUR,BRL,6.3984
2025-04-08,EUR,BRL,6.4483
2025-04-09,EUR,BRL,6.5977
2025-04-10,EUR,BRL,6.515
2025-04-11,EUR,BRL,6.5917
2025-04-12,EUR,BRL,6.611
2025-04-13,EUR,BRL,6.6256
2025-04-14,EUR,BRL,6.6582
2025-04-15,EUR,BRL,6.649
2025-04-16,EUR,BRL,6.6664
2025-04-17,EUR,BRL,6.6721
2025-04-18,EUR,BRL,6.6642
2025-04-19,EUR,BRL,6.6628
2025-04-20,EUR,BRL,6.6589
2025-04-21,EUR,BRL,6.6675
2025-04-22,EUR,BRL,6.6602
2025-04-23,EUR,BRL,6.5415
2025-04-24,EUR,BRL,6.4801
2025-04-25,EUR,BRL,6.4646
2025-04-26,EUR,BRL,6.4614
2025-04-27,EUR,BRL,6.4607
2025-04-28,EUR,BRL,6.4578
2025-04-29,EUR,BRL,6.4381
2025-04-30,EUR,BRL,6.4125
2025-05-01,EUR,BRL,6.4011
2025-05-02,EUR,BRL,6.4133
2025-05-03,EUR,BRL,6.4143
2025-05-04,EUR,BRL,6.4121
2025-05-05,EUR,BRL,6.4102
2025-05-06,EUR,BRL,6.4495
2025-05-07,EUR,BRL,6.483
2025-05-08,EUR,BRL,6.4779
2025-05-09,EUR,BRL,6.3999
2025-05-10,EUR,BRL,6.3964
2025-05-11,EUR,BRL,6.3885
2025-05-12,EUR,BRL,6.3583
2025-05-13,EUR,BRL,6.2974
2025-05-14,EUR,BRL,6.2899
2025-05-15,EUR,BRL,6.3164
2025-05-16,EUR,BRL,6.3535
2025-05-17,EUR,BRL,6.3564
2025-05-18,EUR,BRL,6.357
